ace.bible.txt	are.bible.txt	ban.bible.txt	bci.bible.txt	blz.bible.txt	bru.bible.txt	btx.bible.txt	bvr.bible.txt	cab.bible.txt	cac.sansebastian.txt	caq.bible.txt	cat.evangelica.txt	ces.living.txt	cha.2003.txt	chf.bible.txt	chr.bible.txt	crn.bible.txt	cym.colloquial2013.txt	dan.hverdagsdansk.txt	deu.newworld.txt	deu.schlachter.txt	dgi.bible.txt	dgr.bible.txt	dts.bible.txt	dur.bible.txt	eng.common.txt	eng.goodnews.txt	esi.bible.txt	esu.bible.txt	etu.bible.txt	ffm.bible.txt	fin.1992.txt	gag.latin.txt	gle.bible.txt	gug.bible.txt	gvn.bible.txt	gwi.bible.txt	hop.bible.txt	hrv.2000.txt	hun.2003.txt	iba.bible.txt	ibo.bible.txt	inb.bible.txt	ind.firman.txt	isl.bible.txt	jpn.colloquial.txt	jra.bible.txt	kaa.latin.txt	khk.bible.txt	kki.bible.txt	kor.1985.txt	kqs.bible.txt	lem.bible.txt	mad.bible.txt	mak.bible.txt	mcb.bible.txt	mco.bible.txt	mhy.bible.txt	mto.bible.txt	myx.bible.txt	naq.bible.txt	nhg.bible.txt	nhw.bible.txt	nld.2007.txt	nya.bible.txt	pab.bible.txt	pah.bible.txt	pib.bible.txt	poi.bible.txt	prk.bible.txt	qub.bible.txt	quy.bible.txt	ron.2006.txt	run.bible.txt	sme.bible.txt	snf.bible.txt	spa.newworld.txt	srq.bible.txt	tac.bible.txt	tgl.1996.txt	thk.bible.txt	tuk.mukaddes.txt	tur.newworld.txt	uig.latin.txt	vie.bandich.txt	wol.bible.txt	yua.bible.txt	zho.contemp.txt	zho.new.txt	zos.bible.txt
24	di- pat	nthanha -nga -nta -ma	sapu- napi	se	koi upa	nṓq	i ja	yina gaya	ída	tas yuj	i- suh	de on	kde	månu nai	cada	harv -no	a'u -ni	ble	NA	wo -her	wo -her	nyɩn 	dànì	yago	téé	where	where	su -miñ	na -ken -mi	fan	ho- to	mi -stä 	nere -dan	cá	mba'e -icha piko	wanja -mun	nijin	haqam	odakle	hogy -n	di- ni	òle ebe	mai -pi -tak	dari mana	hvar	ど -こ	pơ pă	qay -aq -tan	haa -na -as	hoki	어디 -서	kuɛɛ	háányɛ́	ka'- dh- imma	kemae -ki'	tya -ra	ma	hang awe	joma -s -e'e	lwa- shiina	mapa	quiene	canque	waar vandaan	ku- ti	aliyakere -ya	ma	ginaka	ju̱t́	dee mawx	may -chö -raj	may -pi -taq	de unde	he he	gos	gada	dónde	mañɨ	chu -ri -gá	saan	kû	nire -den	nere -den	ne -din	đâu	f- u	tu'ux	哪 裡	哪 裡	jut
25	peue -dub	nthakintja -ma	a- kuda	nnye	pi- pii	sếq	piga	mu- yinmiya -pa	átiri -ñoun	tas	ām	quant -s	kolik	kuånto	jäy- p'e	hilago	a'achu -ni pua' amua -ca	sawl	hvor mange	wie viel -e	wie viel -e	a ŋmɩn	dàtłǫ	aŋa	nɛ́n -ná	how much	how much	qavsi -ñik	qavci -nek	é bhík	ho- no foti	monta -ko	kaç	cé mhéad	mbovy	wanjarr	daan -chy'aa	hihsa’ haqam	koliko	hány	ber- apa	ole 	maituku	ber- apa	hve mörg	いく -つ	hơdôm	ne -she	hed -en	mi- ingahi	얼마 -나	vɛɛ	bí- ényí -e	barampa	siapa	aka tovai -nivati	naag	pire	vinxu̱p	e- ena	mati -kō	quiejquech	quesqui	hoe -veel	i- ngati	xoana -ma	mara -momi	gi pejnu	jute̱n	miex	ayca	hayka -taq	cât -e	i- ngahe	galle	c- era	cuánt -os	manya	che -ki	ilan	î- gana	näçe	kaç	qanche	bao nhiêu	ñaata	jay p'éel	多 少	多 少	jujche
26	keu- peue	iwunha -nga -la	apa krana	nzu ti	no- ngko'- upa	nṓq	e- ng- kai	an- nga nula	cá uágu	jaye	kūö yòh	per què	proč	håfa na	cua ' uc'a	gado -no	a'i -ni een cɨn	pam	hvor -for	warum	was	bʋ̃ʋ n'ʋ so	dànì -ghǫ	inge dɛ -i	moo ȩn	why	why	su -m -man	ciin	nan	ko waɗi	NA	ne -çіn	cé an fáth	mba'e -re piko	wanyu -rri -nku	jaghaii	hinoqw	što (što)	mi -ért	nama kebuah	gini	ima -pa -tak	meng- apa	hvað	なぜ	yua hơgĕt	ne -ge	yuu -n -d	nhani	왜	le yɛɛ	a- nyí- aátɛ́	ar- apa	angng- apa	tya -ra o- kant -ak -a -ra	na'amy	wuah inun	tya̱jx -s -e'e	kye- enga	tare -xa	tli -ca	para tlen	waarom	chifukwa chiyani	xoana hoka	mara -name	klu china -nu	t́iiga	pa tix	ima -ni -r -taj	ima -na -sqa -taq	de ce	iki- ki gitumye	manne	tah ya	por qué	mbae -rã	cho -ni -gá	bakit	kî n'ûntû	näme -ä	neden	neme uchun	tại sao	l- u tax	ba'ax ten	為 什麼	為 甚麼	ti -'ajcuy
27	peue -kon	NA	apa krana	o yô se	no- ngko'- upa	nṓq	uga	NA	ída	tas yuj	sitih	com	NA	sa' håfa na	NA	gado	a'i -ni	NA	hvor -dan	wie	warum	ŋmɩŋ -mɩn	dànì -ghǫ	inge dɛ -i	moo ȩn	NA	how	qanuq	qaillun	jen	ho- no waɗi	kuinka	ne -soy	cé an fáth	NA	wanyu -rri -nku	nats'ahts'ą'	hinoqw	kako	hogy -an	nama kebuah	aṅa	ima -pa -tak	bagai- mana	hvernig	どう -して	yua hơgĕt	ne -ge	yaa -g -aa -d	ya- nhani	왜	le yɛɛ	a- nyí- aátɛ́	ar- apa	angng- apa	tya -ra o- kant -ak -a	nej co	wuah inun	vintso̱ -s -e'e	bye- enga	mati	quiene	quenicatza	waarom	bwa- nji	NA	mara -name	gi	t́iiga	pa tix	ima -ni -r -taj	ima -na -sqa -má	cum	iki- ki	manne	na	cómo	NA	'la -cha	NA	kî	nädip	nasıl	neme -ix -qa 	tại sao	l- u tax	ba'ax ten	怎麼	為 甚麼	ti -'ajcuy
28	soe	nthakinha -ma	nyen -ke	wan	ime	noau	ise	ana- nga	cá -ta -na -san	mach -n	a- chīö	qui	ko -ho (kdo)	håyi	caxca -jon	gago	a'i -qui	pwy	hvem	was	wer -en	ãa	amìı	aa -i	nɔ́n -ná	who	who	ki -uni -su -uvanŋa 	ki -tu -u -ni -at -nga	bhaghé	ho- mo	ke -ne kuka	kіm -іm	cé	máva -ha	wanyu	juu	haki -y -ni -h -qat	tko (tko)	ki -nek	s- apa	ònye 	pi -tak	si- apa -kah	hver -n	だれ	hlơi	kim	hen	nani	누구 -라고	vɛɛ	aányɛ́	s- apa	inai	tya -ni	nej	hie	vintso̱ -s -e'e	shiina	tari -ba	öque -nu	ajqueya	wie	yani	xala	mara -i	katu	a- i̱ -apaap	mawx	ima -ta -taj	pi -m	cine	nde	gii -ea -nin	ɓa	quién	aba	chie -ri	ano	n'- ûû	kim	kim	kim	ai	k- an	máax	誰	誰	ti
29	peue -kon	iwunha -nga -ma	napi awinan -ipun	nzu ti	no- ngko'- upa	nṓq	ng- kai	an- nga nula	cá -ti uágu	tas -m yuj	sitih	com	proč	håfa na	cua ' uc'a	gado -no	a'i -ni een cɨn	pam	hvor -dan	warum	warum	bʋ̃ʋ ƴãw	dànì -ghǫ	inge dɛ -i	moo ȩn	why	why	su -m -man	ciin -mi	jen	ko ɗum waɗi	mi -ksi	ne -çіn	cad	mba'e -re piko	wanyu -rri -nku	jaghaii	hin -ta -qw	za- što (što)	mi -ért	nama kebuah	gini	ima -pa -tak	meng- apa	hví	なぜ	yua hơgĕt	ne -ge	yaa -g -aa -d	nhani	왜	le yɛɛ	a- nyí- aátɛ́	a- pon- apa	angng- apa	tya -ra i- kant -ak -a -ra	nej co	wuah inun	tya̱jx -s -e'e	shiina	mati	tli	para tlen	waarom	bwa- nji	xoana -re hoka	mara -name	gi	t́iiga	NA	ima -ni -r -taj	ima -na -sqa -taq	de ce	iki- ki gituma	manne	tah ya	por qué	mbae -rã	cho -ni -gá	bakit	kî n'ûntû	näme üçin	neden	neme uchun	tại sao	l- u tax	ba'ax ten	為 什麼	為 甚麼	ti -'ajcuy
30	peue -kon	iwunha -nga -ma	napi awinan -ipun	nzu ti	no- ngko'- upa	nṓq	e- ng- kai	an- nga nula	cá san uágu	tas -m yuj	kūö yòh	com	proč	håfa na	cua ' uc'a	gado -no	a'i -ni een cɨn	pam	hvor -for	wie	warum	bʋ̃ʋ n'ʋ so	dànì -ghǫ	inge dɛ -i	moo ȩn	why	why	su -vlu -ta	ciin	jen é- yími kən	ko ɗum waɗi	mi -ksi	ne -çіn	cé an fáth	mba'e -re piko	wanyu -rri -nku	jaghaii	hin -ta -qw	za- što (što)	mi -ért	nama kebuah	n'ihi gini	ima -wan -tak	meng- apa	hver -s vegna	どう -して	yua hơgĕt	ne -ge	yaa -g -aa -d	nhani	왜	le yɛɛ	a- nyí- aátɛ́	a- pon- apa	apa saba'na	tya -rika o- kant -ak -a -ra	nej co	inun	tya̱jx -s	ena	tare -xa	tli -ca	para tlen	waarom	chifukwa chiyani	xoana -la hoka	mara -name	klu china -nu	t́iiga	tix	ima -ni -r -taj	ima -na -sqa -taq	de ce	iki	manne	tah ya	por qué	mbae -rã	cho -ni -gá	bakit	kî n'ûntû	näme üçin	neden	neme uchun	tại sao	l- u tax	ba'ax ten	為 什麼	為 甚麼	ti -'ajcuy
31	peue -kriban	NA	kenken	NA	koi upa	ntrớu	uga	nyi- yinmiya	ída	tas	sitih	què	co (co)	håfa	cache'	gado	a'i -ni	beth	NA	was	was	ŋmɩn	dàneewǫ	yani	nɛ́n -ná	what	what	qanuq	qaillun	jen	ko ɗum	mi -tä	nasıl	NA	mba'e -pa	wanyu	juu	hin	što (što)	mi -t	baka ni	gini	ima -tak	NA	hvað	どう	hyư̆m	qalay	yuu	nhani	어떻 -게	vɛɛ	anyána	baramma	antekamma	tya -ra pi- n- kant -e	nej	kala awe	vintso̱ -s	lwa- shiina	mati -ts	quiene	quenicatza	NA	bwa- nji	xoana -re	mara -i	gi	t́i	yuh ka mawx	ima -ta -taj	ima -ni -nki -taq	ce	gu- te	mo	ya	qué	NA	cho -ni -gó -bá	ano	ûû	näme	ne	NA	sao	l- u	bix	何	怎樣	ti
32	soe	NA	uli d- ija	wan	ime	noau	ise	a- burr- nga	cá -ta -ña	mach -m	chīö	de qui	ko -ho (kdo)	NA	caxca -tac	gago	a'a -tya -ɨn -qui	b pwy	hvem	wer -em	wer -em	a -mɩn -ɛ 	amìı	aa	nóo	who -m	who	ki -su -niñ	ki -n -ku -nun	é- nê	ho- mo	ke -i -ltä	kіm -dan	cé	máva -re -pa	wanju -ndu -mun -du	juu	haki -mu -y	NA	ki -k -től	s- apa	ole 	pi -kuna -ta -tak	NA	af hver -jum	だれ	hlơi	kim -ler -den	hen -ee -s	wa- nhani 	누구 -에게 -서	nɛ̀ɛ́ -aa	bá- aányɛ́ 	s- apa	inai	tya -ni	pɨn	hie	pa̱n	u- rye	tari -na	öque	ajqueya	van wie	yani	xala	ma'g̃a	katu	i̱	pui mawx	pi -ta -taj	pi -kuna -manta -taq	cine	aba- he	gii -ea -s	ɓ- iida	de quién -es	aba	chie -ri	s- ino	baao	kim -den	kim -ler -den	kim -ler -din	của ai	ñ- an	máax	誰	誰	i -cøsi
33	soe	ngunha -ma	sira -ke	ônin	ime	noau	ise	ana- nga	cá -tei -san	mach	a- chīö	qui	kdo (kdo)	håyi	caxca une	gago	a'a -taa -ni	pwy	hvem	wer	wer	ãa	amìı	inɛ aa	nóo	who	who	ki -ña	ki -na	é- nê	ho- mo	ke -ne kuka	kіm	cé	máva piko	NA	juu shrit	haki -ø	tko (tko)	ki	s- apa	ònye 	pi -tak	si- apa -kah	hver	だれ	hlơi	kim	hen	nani	누구 -가	nɛ̀ɛ́	aányɛ́	pasera	inai	tya -ni	pɨn -jäy	hie	pa̱n	ba- naanu	tari -e	öque -nu	ajqueya	wie	ndani	xala	ma -namo	giru -ni	i̱	pui mawx	may -ga -n -ë -taj	pi -taq	cine	nde	gii	y- iida	quién	aba	chie -ri	s- ino	n'- ûû	kim	kim -dir	kim	ai	k- an	máax	誰	誰	i -pø
34	peue -kriban	NA	kenken	se	koi upa	nṓq	uga	a- yinmiya	ída	NA	sitih	què	co (co)	håfa	cache'	gado	a'i -ni	beth	NA	was	was	ŋmɩn	NA	NA	nɛ́n -ná	what	what	qanuq	qaillun	nan	ko	mi -tä	nіcä	cad	mba'e -pa	wanjarr -mal -da	dee -hee -yaa	hin	što (što)	mi -t	baka ni	gini	ima -tak	apa -kah yang	hvað	どう	hyư̆m	qalay	yuu	nhani	어떻 -게	vɛɛ	aátɛ́	baramma	antekamma	tya -ra pi- n- kant -aig -e	nej	kala awe	vintso̱ -s -e'e	naanu	mati	quiene	quenicatza	wat	mu- -a- ku- tani	xoana -re	NA	gi	t́i	yuh ka mawx	ima -ta -taj	NA	ce	gu- te	mo	ya	qué	NA	cho -ni -á -gó 	ano	NA	nähili	ne	NA	NA	l- u -y	bix	NA	怎樣	ti
35	peue -dub	nthakintja -ranga -ma	kuda -ke	nnye	piri- pii	sếq trỗ	piga kali	ngu- yinmiya -pa	átiri -bei -san	jaye	ām heuh	quant -es vegades	kolik -rát	kuånto	jäy- num	hilago	a'achu -ni pua' amua	sawl gwaith	hvor mange gange	wie viel -mal	wie oft	a ŋmɩn	dàtłǫ -ǫ̀	aŋa baa	nɛ́n -ná	how many time -s	how many time -s	qavsi -iqsuaġlugu	qavci -rqu -nek	é bhík	ho- no foti	kuinka monta kertaa	kaç	cé mhéad uair	mbovy	wanjarr -ku	dee gwaan -chy'aa	hihsa' -kis	koliko puta	hány -szor	ber- apa penyuah	ùb͕ò ole	maituku	ber- apa kali	hve oft	幾 -たび	hơdôm	ne -she	hed -en udaa	ka- ingahi	몇 번 -이나	vɛɛ kpɛ́	bí- ényí -e	kantos sa- pon- apa kale	pissi- apa -i	aka tovai -ti	naag -'oc	hampe ham- pire	vinxu̱p	mu- rye ena	mati -kō ǃnāde	quiejquech -pa	hasta quesqui	hoe vaak	ka- ngati	xoana -ma -ka -iya	mara -momi	gi pejnu	ju̱na	miex bawg	ayca cuti -taj	hayka ku -ti -kama -taq	cât -e ori	ka- ngahe	galle -ii 	c- era	cuánt -as veces	manya	che -ki -sá	ilan -g beses	ma- gana	näçe	kaç	qanche	mấy lần	ñaata	jay téen	多 少	多 少	jujche
36	peue -kon	iwunha -nga -nta -ma	napi awinan -ipun	nzu ti	no- ngko'- upa	nṓq	ng- kai	an- nga nula	cá -ti uágu	tas yuj	kūö yòh	per què	proč	sa' håfa na	cua ' uc'a	gado -no	a'i -ni een cɨn	pam	hvor -dan	warum	warum	bʋ̃ʋ n'ʋ so	dànì -ghǫ	inge dɛ -i	moo ȩn	why	why	su -ŋi -ññi -ŋa -gaa	ciin -mi	nan	ko saabii	mi -ksi	ne -çіn	cé an fáth	mba'e -re piko	NA	jaghaii	hinoqw	za- što (što)	mi -ért	nama kebuah	gini	ima -pa -tak	meng- apa	hver -s vegna	なぜ	yua hơgĕt	ne -ge	yaa -g -aa -d	nhani	왜	le yɛɛ	a- nyí- aátɛ́	a- pon- apa	apa saba'na	tya -ra o- kant -ak -a -ra	na'amy	wuah inun	tya̱jx -s -e'e	kye- enga	tare -xa -b	tli -ca	quenque	waarom	n- chifukwa chiyani	xoana atyo hoka	mara -name	gi	t́iiga	tix 	ima -ni -r -taj	ima -na -sqa -taq	de ce	iki- ki catumye	manne	tah ya	por qué	mbae -rã	cho -ni -gá	bakit	kî n'ûntû	näme üçin	neden	neme uchun	sao	l- u tax	ba'ax ten	為 什麼	為 甚麼	por qúe
37	peue -buet	nthakinha -ma	sane encen	nzu	koi upa	ntrớu	uga	gun- nga	cá -san	tas	a- suh	què	jaký -mi	håfa	cua '	gado usdi	ti'i -taa -ni	pa	hvad	was	was	bʋ̃ʋ	ayìı	inge -i	ȩn	what	what	su -mik	ca -mek	bhaghé	ho- n- de	mi -tä	ne	cad	mba'e	wanjarr -man -ka	jidii	hihta (himu)	koj -e	mi	nama	gini	ima	apa -kah yang	hvað	ど -んな	hơgĕt	qan -day	yamar	chi- a- ki	어떻 -ㄴ	yɛɛ	aátɛ́	pon- apa	apa	tata -oita	ti	inun	juu' -s -e'e	lwa- shiina	tare	tli	tlaque	wat voor	n- chi- ti	xoare -ya	mara -va'ea	klu	t́i	yuh ka mawx	ima	ima	ce	ki	mii -a -id	ya	qué	mbae	ta- chi -ri	ano	bû- rîkû	näme	nasıl	qandaq	gì	l- an	ba'ax	什麼	甚麼	ti
38	peue -kon	iwunha -nga -ma	apa krana	nzu ti	no- ngko'- upa	nṓq	e- ng- kai	an- nga nula	cá uágu	tas yuj	kūö yòh	per què	NA	håfa na	cua ' uc'a	gado -no	a'i -ni een cɨn	pam	hvor -for	warum	was	bʋ̃ʋ n'ʋ so	ayìı -ha	yani	moo ȩn	why	why	su -m -man	ciin	jen	ko saabii	mi -ksi	ne -çіn	cé an fáth	mba'e -icha rupi piko	wanyu -rri -nku	jaghaii	hinoqw	za- što (što)	mi -ért	nama kebuah	gini	ima -pa -tak	NA	hví	なぜ	yua hơgĕt	ne -ge	yuu	nhani	어찌 -하여사	le yɛɛ	a- nyí- aátɛ́	ar- apa	angng- apa	tata -oita	na'amy	wuah inun	NA	shiina	tare -xa -ts	tli -ca	para tlen	waarom	bwa- nji	xoana -re hoka	mara -name	klu china -nu	t́iiga	NA	ima -ni -r -taj	ima -na -sqa -taq	de ce	iki	manne	tah ya	por qué	mbae -rã	cho -ni -gá	bakit	kî n'ûntû	näme üçin	ne -y -in	neme -ix -qa 	sao	l- u tax	ba'ax ten	為 什麼	為 甚麼	ti -cøtoya
39	toh	nthanha	sane encen -ke	ônin	koi upa	ntrớu	apai	gu- guyinmiya	cá -tei -gi	'aj -m	nup yòh	quin -s	který -á	håfa na	catac 	gado usdi	ti'i -taa -ni	pa rai	hvilk -e	welch -e	welch -e	abobe	dàhòt'ı̨ı̨	NA	téé	which one -s	what	nalli -ŋich 	nali -ait	n- jə́- n	ho- ɗi	mi -tä	angı -ları -nı	cad	máva -ité -va -pa	wanjarr -ku	jidii	hihta -wat -a (himu)	koj -e	mely -ek -et	ni	òle 	maikan -kuna	yang mana	hver	ど -の	hơgĕt	qan -day	ali -ig	a ga- hoki	어느	ɔ́ɔ̀	háányɛ́	ka'- dh- imma	apa	tya -ti -tyo	huɨdi -bɨ	sa awe	juu' -s -e'e	lwa- shiina	mâ -de	cötl -e -ju -a -nu	tlaque	welk -e	u- -a- ku- tani	xoare -nai	mara -va'ea	giru -ni	jup -pɨc	yuh ka mawx	may -ga -n	mayqan	care	ibi- he	guđiid	c- iida	cuál -es	mbae	ta- chi -ri	alin	ma- rîkû	haýsy	hangi -ler -in -e	qaysi	nào	y- an	máacalmáac	什麼	甚麼	jutipø -ta'm -bø 
40	peue	NA	napi	nzu	upa	ntrớu	kai	gun- nga	cá -gi	NA	a- suh	què	co (co)	håfa	cax- camba	gado	ti'i -taa -ni	NA	NA	was	was	bʋ̃ʋ n'ʋ	ayìı	inge -i	ȩn	what	what	su -mik	ca -mek	bhaghé é- jûm	ko ɗum	mi -tä	ne	cad	mba'e -iko	wanjarr -mal	dee -hishi -yaa	hihta (himu)	što (što)	mi	nama	gini	ima -tak	apa	hver -s	何	hơgĕt	ne	yuu	chi- o- ni	무엇 -입니까	yɛɛ	aátɛ́	pon- apa	apa -pi	NA	ti	inun	ti -s	NA	tare -e	tli	tlaque	wat	chiyani	xoare -ya	mara	klu -neru	t́i	pa tix	ima -taj	ima -raq -taq	ce -mi	NA	mii	y- iida	qué	mbae	ta- chi -ri	ano	NA	näme	ne	neme -ler -ni	gì	l- u	ba'ax	什麼	甚麼	ti
41	soe	ngunha -nta -ma	sira -ke	wan	ime	noau	ise	ana- nga	cá -tei -ti	mach -t	a- chīö	qui	kdo (kdo)	håyi	caxca une	gago -no	ai ta'uj	NA	hvem	wer	wer	ãa	amìı	aa -i	nóo	who	who	ki -ña -aasii	ki -na -mi	é- nê	ho- mo	ke -ne kuka	kіm	cé	máva piko	NA	juu dee	haki -ø	tko (tko)	ki -csoda	s- apa	ònye 	pi -sik	si- apa	hver	だれ	hlơi	kim	hen	nani	누구 -가	nɛ̀ɛ́	aányɛ́	pasera	inai	tya -ni -mpa -tyo -ra	pɨn	hie	pa̱n -ts	shiina	tari -e	öque -nu	ajqueya	wie	ndani	xala -ite	ma'g̃a	katu -ni	i̱	pui mawx	pi -raj	pi -taq	cine	nde	gii	ɓa	quién	aba	chie -ri	s- ino	NA	kim	kim	kim	ai	k- an	máax	誰	誰	i
42	peue 	iwunha -nta -ma	napi -ke	nzu	upa	ntrớu	kai	gun- nga	cá -ba -san -ti	tas -m	a- suh	què	co (co)	håfa	cua '	gado -no	ti'i -taa -ni	beth	hvad	was	was	ŋmɩŋ -mɩn	ayìı	yani	ȩn -á	what	what	su -mik	ca -mek	jen	ko ɗum	mi -tä	ne	cad	mba'e -icha -pa	wanyu	jidii	hin -ta -ni	što (što)	mi	nama	gini	ima -tak	apa yang	hvað	何	hơgĕt	ne -ge	yuu	chi- o- ni	무엇 -을	vɛɛ	aátɛ́	pon- apa	apa	tata -rika	ti	inun	ti -ts	naanu	tare xū -e	tli	tlaque	hoe	chiyani	xoana -re	gara	klu	t́i	pa tix	ima -ta -raj	ima -taq	ce	iki	mii -a -id	ya	qué	mbae	ta- chi -ri	ano	ata	näme	ne	neme -ge	gì	n- u	ba'ax	什麼	甚麼	jujche
43	peue -buet	iwunha -nga -la	apa krana	nzu ti	no- ngko'- upa	nṓq	e- ng- kai	an- nga nula	cá san uágu	tas yuj	kūö yòh	per què	proč	håfa na	cua ' uc'a	gado -no	a'i -ni een cɨn	pam	hvor -for	warum	warum	bʋnʋ ƴãw	dànì -ghǫ	inge dɛ -i	moo ȩn	why	why	su -m -man	ciin	jen	ko ɗum waɗi	mi -ksi	ne -çіn	cad	mba'e -re piko	wanyu -rri -nku	jaghaii	hinoqw	za- što (što)	mi -ért	nama kebuah	gini	ima -pa -tak	meng- apa	hví	なぜ	yua hơgĕt	ne -ge	yuu -n -d	nhani	어찌 -하여사	le yɛɛ	a- nyí- aátɛ́	ar- apa	angng- apa	tya -ra o- kant -ak -a	na'amy	wuah inun	tya̱jx -ts	shiina	tare -xa	tli -ca	para tlen	waarom	chifukwa chiyani	xoare	gara rehe	klu china -nu	t́iiga	pa tix	ima -ni -r -taj	ima -na -sqa -taq	de ce	ko	manne	ya	por qué	mbae -rã	cho -ni -gá	bakit	n'- ata n'ûntû	näme üçin	neden	neme uchun	tại sao	l- u tax	ba'ax ten	為 什麼	為 甚麼	ti -'ajcuy
44	peue	iwunha -ka -ma	napi	nzu	a- upa	ntrớu	kai	an- nga	cá	tas	a- suh	què	NA	håfa	cua '	gado	a'i -ni	beth	hvad	was	was	bʋ̃ʋ n'ʋ	ayìı	inge	nɛ́n -ná	what	what	su -mik	ca -mek	jen	ko ɗum	mi -tä	ne	cad	mba'e -pa	wanyu -rri -nku	dee yiindhan	hihta (himu)	što (što)	mi -t	nama	gini	ima -tak	apa yang	hvað	何	hơgĕt	ne	yuu	chi- o- ni	무엇 -이 -냐	yɛɛ	aátɛ́	ar- apa -'a	apa	tata -tyo	ti	inun	ti -s -e'e	NA	tare -e -s	tli	tlaque	wat	chiyani	xoare	gara	klu	t́i	pa tix	ima -lla -ta -raj	ima -ta -taq	ce	iki	mii -a -id	ya	qué	mbae	ta- chi -ri	ano	n'- ata	näme	ne	neme	gì	l- oo	ba'ax	什麼	甚麼	ti
45	peue	iwunha -nga -ma	apa	nzu	a- upa	ntrớu	kai	ngu- yinmiya	cá	tas	a- suh	què	co (co)	håfa	cua '	gado	a'i -ni	beth	hvad	was	was	bʋ̃ʋ n'ʋ	ayìı	inge -i	ȩn -á	what	what	qanuq -u -visik	qaillun	jen	ko ɗum	mi -tä	ne	cad	mba'e -pa	wanjarr -mal	dee sho -yaa	hin -tsa -na -ni -qat	što (što)	mi -t	nama	gini	ima -tak	apa -kah yang	hvað	何	hơgĕt	ne	yuu	chi- o- ni	왜	yɛɛ	aátɛ́	apa	apa	tata	ti	inun	ti -s -e'e	shiina	tare -e	tli	tlaque	wat	chiyani	xoana	mara	klu	t́i	pa tix	ima -ta	ima -ta -taq	ce	iki	mii -a -id	ya	qué	mañɨ	ta- chi -ri	ano	n'- ata	näme	ne	neme	gì	l- u	ba'ax	什麼	甚麼	ti
46	soe	ngunha -ma	nyen	wan 	ime	noau	ise	ana- nga	cá -tei -san	mach	a- chīö	qui	kdo (kdo)	håyi	camba	gago	a'a -taa -ni	pwy	hvem	wer	wer	ãa	amìı	aa -i	nɔ́n -ná	who	who	ki -ña -uvva -una	ki -na	é- nê	ho- mo	ke -ne kuka	kіm -dіr	cé	máva piko	NA	juu	haki -ø -’i	tko (tko)	ki -csoda	s- apa	ònye 	pi -sik	si- apa -kah	hver	ど -なた	hlơi	kim	hen	nani	누구 -요	nɛ̀ɛ́	aányɛ́	s- apa	inai	tya -ni -ra -tyo	pɨn	hie	pa̱n -ts	shiina	tari -ba	öque -nu	ajqueya	wie	ndani	xala	mome	katu -ni	i̱ -apaap	mawx	pi -raj	pi -taq	cine	nde	gii	ɓa	quién	aba	chie -ri	s- ino	ûû	kim	kim	kim -du	ai	k- an	máax	誰	誰	i -yø -ṉ
47	peue -kriban	NA	napi awinan -ipun	o yô se	koi upa	nṓq	uga	gu- yinmiya -na	ída	tas	sitih	com	jak	sa' håfa na	cache' -da	NA	a'i -ni	sut	hvor -dan	wie	wie	ŋmɩŋ -mɩn	dànı -t'à	yani	née	how	how	qanuq -łuni	qaillun	nan	hono	kuinka	nasıl	cé an chaoi	mba'e -icha piko	wanjarr -ku	dee gwił -khan	NA	kako	hogy -an	baka ni	aṅa	ima -wa -sik	bagai- mana	hvernig	どう -して	hyư̆m	qalay -ın -sha	yaa -j	ya- nhani	어떻 -게	vɛɛ	anyána	NA	antekamma	tya -ra o- kant -ak -a -ra	na'amy	kala awe	vintso̱ -s	NA	mati -s	quiene	quenicatza	hoe	bwa- nji	NA	NA	NA	t́iiga	yuh ka mawx	imano -pa -taj	ima -na -sqa -taq	cum	iki- ki	mo	na	cómo	mañɨ	chu -ri -gá	pa- ano -ng	n'- ata	nädip	nasıl	qandaq -che	làm sao	n- an	bix	怎麼	怎樣	NA
48	soe	ngunha -la -ma	saking d- ija -ke	NA	ime	léq	i ja nari	ana- nga	cá	mach	yih	de on	NA	ginen månu	caxca une	harv	a'u -ni	NA	hvem	wo -her	wo -her	nyɩn 	amìı	inɛ aa	nóo	where	where	ki -a	na -ken	é- nê	ho- mo	mi -stä 	nere -dan	cá -r 	máva piko	wanju -ngku	nijin gwats'an	haqam -qw	NA	hogy -n	NA	òle ebe	pi -tak	NA	hvað -an	ど -こ	mơ̆ng pă	qay -aq -tan	haa -na -as	hoki	어디 -서	nɛ̀ɛ́	NA	dhari dh- imma	inai	tya -ni	pɨn	hie	pa̱n	naanu	mapa	öque -nu	ajqueya	NA	ku- ti	xala	ma'g̃a	ginaka	i̱	dee mawx	pi -taj	pi -taq	de unde	he he	gos	y- iida	de dónde	aba	chie -ri	kan- ino	kû	nire -den	nere -den	kim	đâu	f- u	máax	哪 裡	哪 裡	i -'is
